exper1, exper2, exper3
12.522534132003784, 15.125180721282959, 13.250211715698242
11.181731224060059, 14.817732810974121, 12.423212051391602
11.557195901870728, 13.063323020935059, 11.955322742462158
11.324227094650269, 12.565266132354736, 11.947285175323486
11.340440034866333, 12.409308195114136, 12.155559778213501
11.449680805206299, 12.855030059814453, 12.169071197509766
9.842268943786621, 10.965667009353638, 10.586392164230347
11.256180047988892, 13.66822624206543, 11.885708808898926
11.409301042556763, 11.83738899230957, 11.738493204116821
11.441790342330933, 12.216475009918213, 11.691927909851074
11.52451777458191, 11.958526134490967, 11.791022777557373
11.425188064575195, 11.843755006790161, 11.90721082687378
11.419018983840942, 11.750485897064209, 11.823639631271362
9.834792852401733, 10.302862167358398, 10.21110200881958
11.40501618385315, 17.41969394683838, 12.423533916473389
11.289896965026855, 12.396371841430664, 12.151608943939209
11.302225112915039, 12.700398206710815, 12.234860897064209
11.33547592163086, 12.421658754348755, 11.989990711212158
11.48622989654541, 12.092335224151611, 12.074754238128662
11.573668718338013, 12.111861944198608, 12.120031118392944
10.200577974319458, 10.327770948410034, 10.543200016021729
11.502853870391846, 12.055497169494629, 12.113647937774658
11.333701133728027, 11.900974035263062, 15.243719816207886
11.375404834747314, 12.149564981460571, 14.142679929733276
15.78075623512268, 12.413874864578247, 11.534945964813232
16.695203065872192, 13.889864921569824, 11.571698904037476
11.383390188217163, 11.600616931915283, 11.477067947387695
9.957211017608643, 10.044523000717163, 10.109953165054321
11.528555154800415, 12.726041078567505, 11.983015060424805
11.415241003036499, 11.79787302017212, 13.737323999404907
11.339061975479126, 12.040159940719604, 13.713238716125488
11.38583517074585, 12.294467210769653, 11.97505807876587
11.49236798286438, 11.968114852905273, 12.125
11.579936981201172, 11.829836130142212, 12.19209098815918
9.978322982788086, 10.074842929840088, 10.452048301696777
11.691761016845703, 12.075596809387207, 12.346044063568115
13.953510046005249, 12.032845973968506, 12.169392108917236
14.977574110031128, 11.910611867904663, 12.021684885025024
11.309309959411621, 11.89574909210205, 11.87058687210083
11.456954002380371, 12.10421872138977, 11.684277057647705
11.61856985092163, 11.952852010726929, 11.705706119537354
9.861921072006226, 10.190051794052124, 10.08359670639038
11.716686010360718, 12.285340785980225, 19.81380867958069
11.642443895339966, 11.856799125671387, 20.183662176132202
11.497533798217773, 11.96131420135498, 12.658763647079468
11.68214201927185, 12.037358045578003, 12.28968596458435
11.661475896835327, 12.009886980056763, 12.140817880630493
11.708642721176147, 12.194605827331543, 11.993624210357666
12.161864757537842, 10.70248293876648, 10.445075035095215
11.590917110443115, 14.97515320777893, 12.225576162338257
11.579606056213379, 12.266113996505737, 12.164420127868652
11.617012023925781, 12.261237144470215, 12.241109848022461
11.504911184310913, 12.166837930679321, 12.230221033096313
11.498080015182495, 12.651227712631226, 11.90557599067688
11.558637857437134, 13.05067777633667, 11.7378089427948
9.886204957962036, 11.062064170837402, 10.1456618309021
11.740474939346313, 18.05940890312195, 11.877132892608643
11.494627952575684, 13.66821813583374, 11.969863891601562
11.468079805374146, 12.644798040390015, 11.9026780128479
11.670546054840088, 13.904104948043823, 11.882582902908325
11.56318998336792, 13.708286046981812, 13.7307608127594
11.54102087020874, 13.380543947219849, 12.437772035598755
9.939986944198608, 12.505527973175049, 10.229562997817993
11.623680830001831, 23.64013695716858, 12.211242914199829
11.568329811096191, 21.14993405342102, 12.173228025436401
11.360533237457275, 15.12103009223938, 12.100125074386597
11.509959936141968, 15.676909923553467, 12.00009799003601
11.840856075286865, 15.53531789779663, 11.719804048538208
