exper1, exper2, exper3
11.56267499923706, 17.13791799545288, 12.123749017715454
9.990532159805298, 14.66773796081543, 10.173931121826172
11.655336856842041, 16.729018211364746, 11.782442092895508
11.576865911483765, 17.17966890335083, 11.873847961425781
11.555542945861816, 17.338286876678467, 11.894626140594482
11.531841039657593, 18.033191919326782, 11.917768955230713
15.926040172576904, 19.618229150772095, 12.022409915924072
11.742573976516724, 18.55972933769226, 11.90830373764038
10.04849100112915, 15.582225322723389, 12.930906772613525
11.729599952697754, 18.95731210708618, 18.427565813064575
11.402430057525635, 19.246596813201904, 15.876500844955444
11.695129871368408, 19.152899980545044, 14.72981309890747
12.255441904067993, 19.452677726745605, 12.248435020446777
11.521342992782593, 19.81688117980957, 12.234144926071167
11.607761144638062, 19.69351291656494, 12.304486989974976
10.098042011260986, 15.947526931762695, 10.560647010803223
11.650497913360596, 20.213364839553833, 12.10207200050354
11.581410884857178, 20.454986810684204, 12.060521841049194
11.45882797241211, 20.25023603439331, 16.273721933364868
11.455071926116943, 20.241563081741333, 17.257903814315796
11.529107093811035, 21.50934600830078, 19.47763991355896
12.865424871444702, 20.65317702293396, 20.428768157958984
10.344847917556763, 16.22022294998169, 16.349865913391113
11.739362001419067, 20.342763900756836, 12.314597129821777
11.47962212562561, 20.350040197372437, 14.338520050048828
11.487274885177612, 20.33474612236023, 12.127656936645508
11.555731296539307, 20.540080070495605, 11.842803955078125
11.522990942001343, 20.003706216812134, 11.928936243057251
11.537569046020508, 19.87380814552307, 12.630093812942505
10.104314804077148, 15.55430817604065, 10.260090827941895
11.573339939117432, 20.13007688522339, 12.06160306930542
11.777446746826172, 19.792989015579224, 12.033069133758545
11.568618059158325, 20.876147747039795, 11.99067497253418
11.622713088989258, 19.725568056106567, 16.02927303314209
11.599783182144165, 19.60530710220337, 15.65280294418335
11.676957845687866, 19.656089067459106, 14.799436092376709
10.108015775680542, 15.468025207519531, 10.820493936538696
11.565635681152344, 19.4236478805542, 12.269025802612305
11.50629997253418, 19.322590351104736, 12.189917802810669
11.431360006332397, 19.244181156158447, 12.339564085006714
11.637342929840088, 19.016313076019287, 12.337196111679077
11.590423107147217, 19.236462831497192, 12.24858808517456
11.725950956344604, 18.970602989196777, 12.146312236785889
10.064648151397705, 14.638574123382568, 10.449029684066772
11.549734115600586, 18.7054762840271, 17.958493947982788
11.501089096069336, 18.474553108215332, 13.448728084564209
11.517420053482056, 18.888018131256104, 12.085140943527222
13.348318815231323, 18.68356204032898, 11.912724256515503
11.79114294052124, 18.63366198539734, 12.017967224121094
11.768721103668213, 18.529653072357178, 12.42798399925232
10.091289043426514, 14.605146646499634, 12.036864757537842
11.602830171585083, 18.62907314300537, 12.913450002670288
11.434585094451904, 18.47947907447815, 19.782822847366333
12.610621929168701, 18.375537872314453, 17.32226800918579
12.01162600517273, 18.366419792175293, 12.223840713500977
11.50454306602478, 19.5382719039917, 12.241837978363037
11.858073711395264, 22.647703886032104, 18.133921146392822
10.290882110595703, 14.249144077301025, 10.55743408203125
11.96541690826416, 17.907188892364502, 11.87879204750061
11.562479019165039, 17.767136096954346, 11.897579908370972
11.696508169174194, 17.684956073760986, 11.909399032592773
11.663520097732544, 17.898064851760864, 12.064777135848999
11.724478006362915, 17.93409299850464, 13.77527117729187
11.549216032028198, 17.896735906600952, 13.884047031402588
10.06322693824768, 14.163977146148682, 10.45727276802063
11.576651096343994, 17.6369731426239, 12.062816858291626
11.392060995101929, 17.406230926513672, 14.432697057723999
11.507110834121704, 17.597804069519043, 13.656738042831421
11.53410005569458, 17.46745491027832, 12.648903846740723
11.698493003845215, 17.67959690093994, 13.409739017486572
11.640894174575806, 17.792841911315918, 12.45645523071289
10.132473230361938, 13.928225994110107, 10.99505615234375
11.999897956848145, 17.37894892692566, 12.73990797996521
13.778002262115479, 17.309242248535156, 12.709818124771118
11.485603094100952, 17.542193174362183, 12.670256853103638
11.585409879684448, 17.27155113220215, 12.469509840011597
11.496033906936646, 17.427350997924805, 12.239196062088013
11.899953842163086, 17.2479031085968, 12.266925811767578
10.092534065246582, 13.791295051574707, 10.595269918441772
11.673256874084473, 17.071702003479004, 12.86963415145874
11.929670810699463, 17.173474073410034, 12.506776094436646
11.388715028762817, 17.059753894805908, 12.433966159820557
11.596284866333008, 17.19875979423523, 12.935647964477539
11.50849199295044, 17.16404914855957, 12.67070198059082
11.687462091445923, 16.935991048812866, 15.068439722061157
10.683447122573853, 13.553901672363281, 10.689027786254883
11.510594129562378, 20.285064935684204, 13.721314191818237
11.506139039993286, 16.99956488609314, 12.201977014541626
11.706204175949097, 16.902992010116577, 12.77450704574585
11.649935722351074, 16.859695196151733, 12.154656171798706
11.56258487701416, 17.112189769744873, 12.269435167312622
11.717602014541626, 16.76356792449951, 12.279508113861084
10.131270170211792, 13.362525224685669, 10.600996971130371
11.719173192977905, 16.775131940841675, 12.41032600402832
11.53384017944336, 16.537319898605347, 12.303148984909058
11.482134103775024, 16.760475158691406, 12.266147136688232
11.56340479850769, 16.661624908447266, 12.203449249267578
11.742693185806274, 16.650906801223755, 12.27129602432251
15.616101741790771, 16.64203405380249, 12.291915893554688
10.074244737625122, 13.583806991577148, 10.43015432357788
12.578572750091553, 16.4941508769989, 12.070371150970459
11.55540680885315, 16.520001649856567, 12.377441167831421
11.65690016746521, 16.558324813842773, 12.099470138549805
11.52391505241394, 16.56570291519165, 12.263621091842651
11.803170919418335, 16.499330043792725, 12.238542079925537
11.863538026809692, 16.72352886199951, 12.330031156539917
10.117493867874146, 13.381730079650879, 10.578325986862183
11.612443923950195, 16.491374969482422, 12.139802932739258
11.696385145187378, 16.32485008239746, 12.245296001434326
11.576426029205322, 16.457277059555054, 12.4829261302948
11.759322166442871, 16.357630968093872, 12.312778949737549
11.60221791267395, 16.498423099517822, 12.322591066360474
11.67247200012207, 16.43011713027954, 12.25793194770813
10.167573928833008, 13.142873048782349, 10.667801141738892
11.65878415107727, 16.234318733215332, 12.124045133590698
11.708832025527954, 16.299670934677124, 12.094680786132812
11.62929892539978, 16.418276071548462, 12.176231384277344
11.648484230041504, 16.703545093536377, 12.320712089538574
11.717173099517822, 16.332242965698242, 12.148883819580078
11.760899782180786, 16.19914698600769, 12.288305044174194
10.210839033126831, 13.24025583267212, 10.648707151412964
11.582208156585693, 16.2309730052948, 12.186102151870728
14.712930917739868, 16.255669355392456, 12.365999221801758
12.104161977767944, 16.27113389968872, 12.18300199508667
11.475589990615845, 16.13127088546753, 12.185336112976074
11.614000082015991, 16.31178092956543, 12.54482388496399
11.67092490196228, 16.299437046051025, 12.31610918045044
10.055744171142578, 13.060106039047241, 10.68079924583435
11.80778193473816, 16.003910779953003, 12.175420999526978
11.504153966903687, 16.214761972427368, 12.201613903045654
11.65152096748352, 16.35462188720703, 12.467633247375488
11.886402130126953, 16.36304521560669, 12.224846839904785
11.587384939193726, 17.4375638961792, 12.153455018997192
11.661670923233032, 19.488674879074097, 12.537809133529663
10.04495906829834, 13.514514923095703, 10.546641111373901
11.576123237609863, 16.28636908531189, 12.193071842193604
11.542521953582764, 16.001456022262573, 12.28004503250122
11.684400081634521, 16.098620891571045, 12.262370109558105
11.721853017807007, 16.04130792617798, 12.340621709823608
11.58449101448059, 15.91836428642273, 12.403639078140259
11.815275192260742, 15.915633916854858, 12.252634286880493
10.037909030914307, 12.890342235565186, 10.685691118240356
